Iteration,Nº Landmarks,Landmarks detected,Real Landmarks,Association time,Localitation time,Association Cost,Recovery Applied,Location estimated,Real location,Location Error,Orientation Error
984,4,15-16-19-20,15-16-19-20,122.315,311.814,5.5372,0,(46.237449 | -274.287738),(45.843441 | -274.328217),39.6082,0.0
985,4,15-16-19-20,15-16-19-20,91.624,235.805,5.91224,0,(45.870134 | -273.082449),(45.846062 | -273.118439),4.32982,0.0
986,4,15-16-19-20,15-16-19-20,95.983,307.271,4.35958,0,(45.665736 | -272.068965),(45.848335 | -271.908813),24.288,0.0
987,4,15-16-19-20,15-16-19-20,132.654,253.851,4.86918,0,(45.898634 | -270.722960),(45.850307 | -270.699188),5.38565,0.0
988,4,15-16-19-20,15-16-19-20,127.445,239.827,7.48048,0,(46.018769 | -269.009881),(45.852036 | -269.086121),18.3337,0.0
989,4,15-16-19-20,15-16-19-20,110.677,350.061,3.96314,0,(45.795437 | -267.895936),(45.853123 | -267.876190),6.09718,0.0
990,4,15-16-19-20,15-16-19-20,91.816,329.353,4.84552,0,(45.748974 | -266.757389),(45.853973 | -266.666870),13.8631,0.0
991,4,15-16-19-20,15-16-19-20,133.564,326.637,5.56156,0,(45.983186 | -265.396936),(45.854725 | -265.466583),14.6127,0.0
992,4,15-16-19-20,15-16-19-20,97.839,242.465,6.00396,0,(46.004986 | -263.904760),(45.855373 | -263.910614),14.9727,0.0
993,4,15-16-19-20,15-16-19-20,153.126,277.338,5.17872,0,(45.789403 | -262.833373),(45.855618 | -262.778687),8.58778,0.0
994,4,15-16-19-20,15-16-19-20,150.783,252.18,4.42157,0,(45.858766 | -261.662703),(45.855915 | -261.665863),0.425628,0.0
995,4,15-16-19-20,15-16-19-20,128.197,255.142,5.55181,0,(45.999480 | -260.475231),(45.856209 | -260.569672),17.1597,0.0
996,4,15-16-19-20,15-16-19-20,103.202,224.215,6.32403,0,(45.873978 | -259.146151),(45.856556 | -259.141357),1.80696,0.0
997,4,15-16-19-20,15-16-19-20,101.698,382.729,4.39597,0,(45.962257 | -258.146789),(45.856556 | -258.097229),11.6743,0.0
998,4,15-16-19-20,15-16-19-20,135.153,334.059,4.27984,0,(45.889104 | -257.048217),(45.856483 | -257.073303),4.11511,0.0
999,4,15-16-19-20,15-16-19-20,92.33,241.073,5.14993,0,(45.992870 | -255.950875),(45.856483 | -256.067200),17.9256,0.0
1000,4,15-16-19-20,15-16-19-20,103.046,235.091,3.01883,0,(45.634475 | -255.264744),(45.856438 | -255.080322),28.858,0.0
1001,4,15-16-19-20,15-16-19-20,91.247,246.92,6.82902,0,(45.974701 | -253.660076),(45.856216 | -253.795334),17.9814,0.0
1002,4,15-16-19-20,15-16-19-20,132.325,214.553,3.11856,0,(45.837560 | -252.856077),(45.856068 | -252.853409),1.86994,0.0
1003,5,15-16-19-20-26,15-16-19-20-26,138.531,252.756,5.83515,0,(45.881594 | -251.936100),(45.855885 | -251.929291),2.65964,0.0
1004,5,15-16-19-20-26,15-16-19-20-26,162.095,325.85,4.75456,0,(45.839855 | -251.015156),(45.855736 | -251.022995),1.77106,0.0
1005,4,15-16-19-26,15-16-19-26,90.872,245.688,4.03961,0,(45.758033 | -250.025963),(45.855541 | -249.922775),14.197,0.0
1006,4,15-16-19-26,15-16-19-26,151.756,304.164,2.32331,0,(45.729334 | -249.610694),(45.855469 | -249.484253),17.8598,0.0
1007,4,15-16-19-26,15-16-19-26,113.314,337.209,2.41871,0,(45.787410 | -249.254778),(45.855396 | -248.991745),27.1677,0.0
1008,4,15-16-19-26,15-16-19-26,145.475,481.002,3.08936,0,(45.826527 | -248.485700),(45.855400 | -248.373672),11.5689,0.0
1009,4,15-16-19-26,15-16-19-26,94.034,339.566,3.85278,0,(45.727706 | -247.546963),(45.855305 | -247.428802),17.3906,0.0
1010,4,15-16-19-26,15-16-19-26,152.524,246.869,3.91383,0,(45.808407 | -246.703051),(45.855232 | -246.716675),4.87672,0.0
1011,4,15-16-19-26,15-16-19-26,144.587,317.61,2.91554,0,(45.691811 | -246.106990),(45.855160 | -245.937302),23.5536,0.0
1012,4,15-16-19-26,15-16-19-26,153.025,780.527,4.73321,0,(45.870589 | -245.048155),(45.855038 | -245.112045),6.57556,0.0
1013,5,15-16-18-19-26,15-16-18-19-26,364.004,318.374,5.32838,0,(45.773815 | -243.870453),(45.854877 | -243.866867),8.11416,0.0
1014,5,14-15-18-19-26,14-15-18-19-26,164.65,303.173,5.43032,0,(45.865882 | -242.791270),(45.854694 | -242.795456),1.19448,0.0
1015,5,14-15-18-19-26,14-15-18-19-26,158.46,1309.53,6.55245,0,(45.728353 | -241.677970),(45.854553 | -241.600998),14.7822,0.0
1016,5,14-15-18-19-26,14-15-18-19-26,418.336,700.85,7.89185,0,(45.914223 | -240.299582),(45.854412 | -240.337296),7.07087,0.0
1017,6,14-15-18-19-25-26,14-15-18-19-25-26,129.147,249.959,6.31966,0,(45.687309 | -239.270455),(45.854309 | -239.100998),23.7917,0.0
1018,6,14-15-18-19-25-26,14-15-18-19-25-26,162.727,249.246,11.7182,0,(45.837942 | -237.535805),(45.854115 | -237.513702),2.73876,0.0
1019,5,14-15-18-19-25,14-15-18-19-25,152.212,351.068,6.69362,0,(45.939149 | -236.173896),(45.853970 | -236.317535),16.6997,0.0
1020,5,14-15-18-19-25,14-15-18-19-25,132.619,245.7,5.74499,0,(45.898360 | -235.056609),(45.853821 | -235.096863),6.0034,0.0
1021,5,14-15-18-19-25,14-15-18-19-25,116.309,282.803,5.82024,0,(45.825340 | -233.925770),(45.853718 | -233.876633),5.67426,0.0
1022,5,14-15-18-19-25,14-15-18-19-25,126.961,348.146,5.16458,0,(45.754360 | -232.720072),(45.853664 | -232.670486),11.0996,0.0
1023,5,14-15-18-19-25,14-15-18-19-25,122.191,282.482,9.65746,0,(45.979353 | -230.945475),(45.853569 | -231.065231),17.3675,0.0
1024,5,14-15-18-19-25,14-15-18-19-25,117.345,313.373,6.01636,0,(45.851271 | -229.855416),(45.853497 | -229.852890),0.336643,0.0
1025,5,14-15-18-19-25,14-15-18-19-25,163.528,300.218,5.84729,0,(45.889494 | -228.606144),(45.853420 | -228.639709),4.9274,0.0
1026,5,14-15-18-19-25,14-15-18-19-25,187.793,421.639,5.5535,0,(45.824247 | -227.473362),(45.853203 | -227.430328),5.18681,0.0
1027,5,14-15-18-19-25,14-15-18-19-25,104.356,225.476,8.78061,0,(45.895018 | -225.782122),(45.852913 | -225.819748),5.64673,0.0
1028,5,14-15-18-19-25,14-15-18-19-25,152.571,311.107,6.6068,0,(45.910356 | -224.640355),(45.852695 | -224.609604),6.53481,0.0
1029,4,14-15-18-19,14-15-18-19,104.971,238.527,5.14339,0,(45.873276 | -223.377979),(45.852608 | -223.398651),2.92325,0.0
1030,4,14-15-18-19,14-15-18-19,162.526,332.787,4.19672,0,(45.869150 | -222.180797),(45.852581 | -222.188934),1.84592,0.0
1031,4,14-15-18-19,14-15-18-19,89.736,255.766,5.20567,0,(45.602624 | -220.751624),(45.852486 | -220.576599),30.5064,0.0
1032,4,14-15-18-19,14-15-18-19,89.321,270.736,6.36601,0,(45.774855 | -219.449167),(45.852409 | -219.366714),11.3195,0.0
1033,4,14-15-18-19,14-15-18-19,153.325,273.411,6.76412,0,(45.895452 | -218.124371),(45.852337 | -218.156815),5.3958,0.0
1034,4,14-15-18-19,14-15-18-19,110.396,271.657,5.09943,0,(45.918436 | -216.950418),(45.852264 | -216.956467),6.64479,0.0
1035,5,13-14-15-18-19,13-14-15-18-19,186.034,310.371,9.06226,0,(45.954041 | -215.438193),(45.852165 | -215.417572),10.3941,0.0
1036,4,13-14-15-18,13-14-15-18,89.994,257.428,4.73261,0,(45.859591 | -214.288687),(45.852074 | -214.312592),2.50583,0.0
1037,4,13-14-15-18,13-14-15-18,98.874,329.013,5.65723,0,(45.689117 | -213.314091),(45.851929 | -213.203308),19.6928,0.0
1038,4,13-14-15-18,13-14-15-18,94.102,250.908,6.61191,0,(45.917407 | -211.618514),(45.851734 | -211.716827),11.823,0.0
1039,3,13-14-18,13-14-18,103.788,279.919,3.31396,0,(45.847944 | -210.653780),(45.851631 | -210.641922),1.24179,0.0
1040,3,13-14-18,13-14-18,84.461,219.353,3.18462,0,(45.965161 | -209.389573),(45.851597 | -209.603836),24.2498,0.0
1041,3,13-14-18,13-14-18,89.801,261.514,2.85961,0,(45.756231 | -208.622778),(45.851570 | -208.581131),10.4039,0.0
1042,3,13-14-18,13-14-18,75.311,205.216,4.23316,0,(45.794674 | -207.163708),(45.851585 | -207.231323),8.83787,0.0
1043,3,13-14-18,13-14-18,86.514,286.404,2.95412,0,(45.831678 | -206.271891),(45.851532 | -206.244354),3.39478,0.0
1044,3,13-14-18,13-14-18,113.834,299.245,3.49841,0,(45.936267 | -205.202586),(45.851429 | -205.283417),11.7179,0.0
1045,3,13-14-18,13-14-18,128.227,273.481,3.12391,0,(45.954628 | -204.273414),(45.851322 | -204.340302),12.3069,0.0
1046,4,13-14-18-24,13-14-18-24,93.962,280.779,4.90458,0,(45.857264 | -203.118790),(45.851124 | -203.104553),1.55043,0.0
1047,4,13-14-18-24,13-14-18-24,158.338,374.562,4.06388,0,(45.786983 | -202.200592),(45.852421 | -202.198944),6.54586,0.0
1048,4,13-14-18-24,13-14-18-24,146.461,291.599,4.34029,0,(45.852802 | -201.341289),(45.861343 | -201.311905),3.06004,0.0
1049,4,13-14-18-24,13-14-18-24,98.476,259.804,4.65522,0,(45.869413 | -200.142611),(45.877445 | -200.151520),1.19953,0.0
1050,4,13-14-18-24,13-14-18-24,92.833,256.574,4.19066,0,(45.889189 | -199.297585),(45.891171 | -199.299973),0.310244,0.0
1051,4,13-14-18-24,13-14-18-24,90.338,259.62,4.09482,0,(45.866948 | -198.554542),(45.915821 | -198.467697),9.96525,0.0
1052,4,13-14-18-24,13-14-18-24,106.598,353.774,3.84696,0,(45.979342 | -197.593831),(45.966167 | -197.653748),6.13474,0.0
1053,4,13-14-18-24,13-14-18-24,100.444,286.952,4.27796,0,(46.119249 | -196.511992),(46.115601 | -196.558197),4.63489,0.0
1054,4,13-14-18-24,13-14-18-24,160.988,388.074,2.83401,0,(46.266196 | -195.668704),(46.311073 | -195.657745),4.61954,0.0
1055,4,13-14-18-24,13-14-18-24,99.155,293.848,5.35153,0,(46.641838 | -194.670715),(46.634686 | -194.680099),1.17992,0.0
1056,4,13-14-18-24,13-14-18-24,160.126,313.762,4.34336,0,(47.001221 | -193.759749),(47.145832 | -193.672363),16.8963,0.0
1057,4,13-14-18-24,13-14-18-24,104.242,218.696,6.41806,0,(48.006530 | -192.744067),(48.201321 | -192.493744),31.7183,0.0
1058,4,13-14-18-24,13-14-18-24,97.689,237.81,4.1889,0,(49.292956 | -191.794099),(49.204414 | -191.884216),12.6336,0.0
1059,4,13-14-18-24,13-14-18-24,98.277,221.872,3.18323,0,(50.244238 | -191.613435),(50.327675 | -191.515152),12.8923,0.0
1060,4,13-14-18-24,13-14-18-24,145.926,312.81,5.38033,0,(51.505559 | -191.322750),(51.528164 | -191.326904),2.29836,0.0
1061,4,13-14-18-24,13-14-18-24,91.157,275.367,6.52481,0,(53.327864 | -191.258210),(53.150745 | -191.250519),17.7286,0.0
1062,4,13-14-18-24,13-14-18-24,152.445,339.305,4.16137,0,(54.352562 | -191.265810),(54.352856 | -191.252731),1.30824,0.0
1063,4,13-14-18-24,13-14-18-24,93.868,317.336,4.73772,0,(55.310805 | -191.309711),(55.554516 | -191.279510),24.5575,0.0
1064,4,13-14-18-24,13-14-18-24,93.498,211.846,7.0211,0,(56.855563 | -191.196020),(56.765903 | -191.319748),15.2799,0.0
1065,4,13-14-18-24,13-14-18-24,162.289,325.338,6.49091,0,(58.248538 | -190.945632),(57.979546 | -191.367142),50.0028,0.0
1066,4,13-14-18-24,13-14-18-24,89.782,232.054,5.99065,0,(59.590062 | -191.377801),(59.590466 | -191.416214),3.84153,0.0
1067,4,13-14-18-24,13-14-18-24,101.563,339.048,5.16471,0,(60.783619 | -191.307415),(60.797565 | -191.445938),13.9223,0.0
1068,4,13-14-18-24,13-14-18-24,113.577,314.979,5.03965,0,(62.093367 | -191.375124),(62.007439 | -191.472733),13.0043,0.0
1069,4,13-14-18-24,13-14-18-24,133.841,358.099,5.56726,0,(63.294482 | -191.349093),(63.218513 | -191.496689),16.6,0.0
1070,4,13-14-18-24,13-14-18-24,160.208,296.923,6.29802,0,(64.817057 | -191.515113),(64.831192 | -191.518387),1.45092,0.0
1071,5,13-14-18-24-31,13-14-18-24-31,190.968,336.06,5.24625,0,(65.910415 | -191.605531),(66.040092 | -191.531204),14.9468,0.0
1072,4,13-18-24-31,13-18-24-31,160.467,273.388,6.99936,0,(67.366911 | -191.521803),(67.249939 | -191.542450),11.878,0.0
1073,4,13-18-24-31,13-18-24-31,158.452,343.675,5.37244,0,(68.514878 | -191.525151),(68.460014 | -191.552353),6.12371,0.0
1074,4,13-18-24-31,13-18-24-31,165.183,317.347,5.62819,0,(70.027865 | -191.653130),(70.073044 | -191.561356),10.2292,0.0
1075,3,18-24-31,18-24-31,89.063,271.84,3.3557,0,(71.315725 | -191.467482),(71.282661 | -191.566620),10.4506,0.0
1076,3,18-24-31,18-24-31,161.503,497.734,3.779,0,(72.495022 | -191.567718),(72.492332 | -191.571167),0.43738,0.0
1077,3,18-24-31,18-24-31,79.683,255.121,4.48816,0,(74.112328 | -191.578232),(74.105507 | -191.575897),0.720953,0.0
1078,3,18-24-31,18-24-31,120.91,359.536,3.05088,0,(75.268950 | -191.623805),(75.315353 | -191.578537),6.48266,0.0
1079,3,18-24-31,18-24-31,93.001,266.706,4.45848,0,(76.534596 | -191.571853),(76.524986 | -191.580872),1.31787,0.0
1080,3,18-24-31,18-24-31,122.469,335.794,5.00485,0,(78.278698 | -191.530767),(78.138008 | -191.583588),15.0279,0.0
1081,3,18-24-31,18-24-31,132.125,308.759,3.27765,0,(79.305640 | -191.613096),(79.347893 | -191.585175),5.06444,0.0
1082,2,24-31,24-31,99.516,436.092,2.40109,0,(80.503645 | -192.003592),(80.557594 | -191.586639),42.0429,0.0
1083,2,24-31,24-31,97.888,399.282,2.82683,0,(81.761274 | -191.564315),(81.767433 | -191.587952),2.44261,0.0
1084,2,24-31,24-31,61.837,254.288,2.85342,0,(83.244912 | -191.753520),(83.380470 | -191.589447),21.2828,0.0
1085,2,24-31,24-31,85.249,398.679,2.46813,0,(84.546892 | -191.787154),(84.590187 | -191.590347),20.1513,0.0
1086,2,24-31,24-31,62.064,312.237,2.79859,0,(85.691687 | -191.549139),(85.800034 | -191.591232),11.6236,0.0
1087,2,24-31,24-31,66.854,289.44,2.37833,0,(86.950986 | -191.716774),(87.009735 | -191.592102),13.7821,0.0
1088,2,24-31,24-31,60.951,291.059,3.37915,0,(88.666841 | -191.568325),(88.622765 | -191.593292),5.06564,0.0
1089,2,24-31,24-31,96.669,320.198,2.23632,0,(89.950329 | -191.656543),(89.832603 | -191.594177),13.3225,0.0
1090,2,24-31,24-31,80,246.098,1.93628,0,(90.924117 | -191.722245),(91.042305 | -191.595001),17.3664,0.0
1091,2,24-31,24-31,59.57,252.064,3.33793,0,(92.634906 | -191.638512),(92.655327 | -191.595596),4.75262,0.0
1092,2,24-31,24-31,59.126,204.832,2.30848,0,(93.841449 | -191.629621),(93.865173 | -191.596191),4.0992,0.0
1093,3,24-31-38,24-31-38,130.166,327.493,3.61418,0,(95.049420 | -191.615013),(95.074867 | -191.596771),3.13103,0.0
1094,3,24-31-38,24-31-38,138.298,366.401,4.09154,0,(96.186356 | -191.816293),(96.284714 | -191.597366),24.0007,0.0
1095,3,24-31-38,24-31-38,74.477,219.531,4.41644,0,(97.914904 | -191.570689),(97.897743 | -191.597809),3.20932,0.0
1096,4,24-31-38-39,24-31-38-39,105.942,282.185,4.22258,0,(99.081248 | -191.714907),(99.107437 | -191.598099),11.9709,0.0
1097,4,24-31-38-39,24-31-38-39,110.66,225.581,5.58429,0,(100.191074 | -191.764133),(100.317284 | -191.598389),20.8327,0.0
1098,4,24-31-38-39,24-31-38-39,87.67,231.943,7.2544,0,(101.911028 | -191.618626),(101.930313 | -191.598785),2.76689,0.0
1099,4,24-31-38-39,24-31-38-39,154.567,264.492,4.70142,0,(102.995365 | -191.713444),(103.139893 | -191.599213),18.422,0.0
1100,4,24-31-38-39,24-31-38-39,149.199,338.289,5.47201,0,(104.384824 | -191.666136),(104.339462 | -191.599609),8.05202,0.0
1101,4,24-31-38-39,24-31-38-39,134.043,221.382,6.95712,0,(105.909664 | -191.594076),(105.876083 | -191.600372),3.41659,0.0
1102,4,24-31-38-39,24-31-38-39,129.424,218.807,5.7048,0,(107.127289 | -191.439148),(106.974411 | -191.600952),22.2603,0.0
1103,4,24-31-38-39,24-31-38-39,157.322,377.643,3.99371,0,(108.206222 | -191.625977),(108.042732 | -191.601532),16.5308,0.0
1104,4,24-31-38-39,24-31-38-39,167.827,326.604,3.45671,0,(109.048774 | -191.604353),(109.088181 | -191.602020),3.94753,0.0
1105,5,24-31-38-39-43,24-31-38-39-43,111.13,175.94,5.50674,0,(110.349842 | -191.777766),(110.436646 | -191.602417),19.5658,0.0
1106,5,24-31-38-39-43,24-31-38-39-43,181.731,277.133,6.0328,0,(111.536527 | -191.506447),(111.408829 | -191.602890),16.0026,0.0
1107,5,24-31-38-39-43,24-31-38-39-43,180.388,349.623,5.01309,0,(112.399397 | -191.402975),(112.341034 | -191.603333),20.8685,0.0
1108,5,24-31-38-39-43,24-31-38-39-43,188.573,387.895,5.65525,0,(113.219957 | -191.338078),(112.983978 | -191.603729),35.5326,0.0
1109,5,24-31-38-39-43,24-31-38-39-43,190.477,359.366,3.34925,0,(113.496255 | -191.157214),(113.083260 | -191.603760),60.825,0.0
1110,5,24-31-38-39-43,24-31-38-39-43,186.257,336.929,4.88406,0,(113.226707 | -191.490852),(113.083916 | -191.603760),18.2037,0.0
1111,5,24-31-38-39-43,24-31-38-39-43,161.311,270.08,1.42052,0,(113.069939 | -191.617042),(113.084229 | -191.603760),1.95092,0.0
1112,5,24-31-38-39-43,24-31-38-39-43,182.197,318.688,1.68003,0,(113.029769 | -191.728727),(113.084320 | -191.603760),13.6355,0.0
1113,5,24-31-38-39-43,24-31-38-39-43,110.061,172.708,1.6157,0,(113.134317 | -191.556104),(113.084320 | -191.603760),6.9071,0.0
1114,5,24-31-38-39-43,24-31-38-39-43,192.112,283.263,3.60705,0,(112.999712 | -191.722210),(113.084320 | -191.603760),14.5564,0.0
1115,5,24-31-38-39-43,24-31-38-39-43,107.3,197.458,2.09057,0,(112.960186 | -191.741371),(113.084320 | -191.603760),18.5327,0.0
1116,5,24-31-38-39-43,24-31-38-39-43,120.41,315.881,3.0054,0,(113.090193 | -191.606776),(113.084320 | -191.603760),0.660227,0.0
1117,5,24-31-38-39-43,24-31-38-39-43,108.718,249.227,3.25253,0,(113.123995 | -191.592592),(113.084320 | -191.603760),4.12168,0.0
1118,5,24-31-38-39-43,24-31-38-39-43,184.2,351.137,4.25706,0,(113.006742 | -191.665244),(113.084320 | -191.603760),9.89883,0.0
1119,5,24-31-38-39-43,24-31-38-39-43,121.354,262.139,1.49837,0,(113.122877 | -191.624193),(113.084320 | -191.603760),4.36369,0.0
1120,5,24-31-38-39-43,24-31-38-39-43,163.523,284.603,3.95529,0,(113.028232 | -191.697975),(113.084320 | -191.603760),10.9647,0.0
1121,5,24-31-38-39-43,24-31-38-39-43,152.323,209.604,1.80107,0,(113.060672 | -191.627917),(113.084320 | -191.603760),3.38056,0.0
1122,5,24-31-38-39-43,24-31-38-39-43,119.08,236.226,4.5592,0,(113.205320 | -191.533692),(113.084320 | -191.603760),13.9823,0.0
1123,5,24-31-38-39-43,24-31-38-39-43,112.465,264.391,3.9154,0,(113.088965 | -191.516420),(113.084320 | -191.603760),8.74634,0.0
1124,5,24-31-38-39-43,24-31-38-39-43,178.409,341.996,3.17891,0,(113.134904 | -191.597098),(113.084320 | -191.603760),5.10208,0.0
1125,5,24-31-38-39-43,24-31-38-39-43,184.954,327.61,2.049,0,(113.230893 | -191.433400),(113.084320 | -191.603760),22.4735,0.0
1126,5,24-31-38-39-43,24-31-38-39-43,189.616,341.203,2.51937,0,(113.073045 | -191.598876),(113.084320 | -191.603760),1.22878,0.0
1127,5,24-31-38-39-43,24-31-38-39-43,185.832,354.405,3.54215,0,(113.152721 | -191.444911),(113.084320 | -191.603760),17.2949,0.0
1128,5,24-31-38-39-43,24-31-38-39-43,159.365,275.836,2.01227,0,(113.065590 | -191.629416),(113.084320 | -191.603760),3.17653,0.0
1129,5,24-31-38-39-43,24-31-38-39-43,140.826,300.999,3.31622,0,(112.956396 | -191.731490),(113.084320 | -191.603760),18.0775,0.0
1130,5,24-31-38-39-43,24-31-38-39-43,140.27,292.728,3.22349,0,(113.248831 | -191.475740),(113.084320 | -191.603760),20.8454,0.0
1131,5,24-31-38-39-43,24-31-38-39-43,134.245,392.61,1.56402,0,(113.118183 | -191.575320),(113.084320 | -191.603760),4.42213,0.0
1132,5,24-31-38-39-43,24-31-38-39-43,103.468,224.708,2.56509,0,(112.934393 | -191.725571),(113.084320 | -191.603760),19.3174,0.0
1133,5,24-31-38-39-43,24-31-38-39-43,181.759,281.927,1.86118,0,(113.106573 | -191.603790),(113.084320 | -191.603760),2.22531,0.0
1134,5,24-31-38-39-43,24-31-38-39-43,188.873,263.239,2.76881,0,(112.958973 | -191.737739),(113.084320 | -191.603760),18.3473,0.0
1135,5,24-31-38-39-43,24-31-38-39-43,111.117,360.533,4.28817,0,(113.160588 | -191.487920),(113.084320 | -191.603760),13.8693,0.0
1136,5,24-31-38-39-43,24-31-38-39-43,111.451,258.65,1.86764,0,(113.093716 | -191.691782),(113.084320 | -191.603760),8.85223,0.0
1137,5,24-31-38-39-43,24-31-38-39-43,187.149,434.448,2.73462,0,(113.026360 | -191.571802),(113.084320 | -191.603760),6.61865,0.0
1138,5,24-31-38-39-43,24-31-38-39-43,188.522,268.86,2.50502,0,(113.087638 | -191.568631),(113.084320 | -191.603760),3.52852,0.0
1139,5,24-31-38-39-43,24-31-38-39-43,152.111,263.021,5.7167,0,(112.970530 | -191.591864),(113.084320 | -191.603760),11.441,0.0
1140,5,24-31-38-39-43,24-31-38-39-43,140.538,405.586,3.32796,0,(113.061147 | -191.625492),(113.084320 | -191.603760),3.17694,0.0
1141,5,24-31-38-39-43,24-31-38-39-43,190.638,303.749,4.33341,0,(113.239498 | -191.452291),(113.084320 | -191.603760),21.6848,0.0
1142,5,24-31-38-39-43,24-31-38-39-43,187.071,225.863,2.3204,0,(113.082236 | -191.609492),(113.084320 | -191.603760),0.609953,0.0
1143,5,24-31-38-39-43,24-31-38-39-43,189.911,219.739,1.69655,0,(113.085085 | -191.594462),(113.084320 | -191.603760),0.932879,0.0
1144,5,24-31-38-39-43,24-31-38-39-43,171.644,590.816,1.58911,0,(113.100169 | -191.573156),(113.084320 | -191.603760),3.44641,0.0
1145,5,24-31-38-39-43,24-31-38-39-43,117.588,243.889,3.09395,0,(112.821724 | -191.934294),(113.084320 | -191.603760),42.2148,0.0
1146,5,24-31-38-39-43,24-31-38-39-43,146.131,355.989,4.00645,0,(113.113609 | -191.596057),(113.084320 | -191.603760),3.02852,0.0
1147,5,24-31-38-39-43,24-31-38-39-43,113.986,283.611,3.08584,0,(113.103325 | -191.655508),(113.084320 | -191.603760),5.51279,0.0
1148,5,24-31-38-39-43,24-31-38-39-43,125.874,327.296,2.23026,0,(113.169585 | -191.514097),(113.084320 | -191.603760),12.3731,0.0
1149,5,24-31-38-39-43,24-31-38-39-43,149.236,213.91,0.925183,0,(113.177615 | -191.502868),(113.084320 | -191.603760),13.7416,0.0
1150,5,24-31-38-39-43,24-31-38-39-43,125.596,444.868,3.76679,0,(113.349880 | -191.386699),(113.084320 | -191.603760),34.2983,0.0
1151,5,24-31-38-39-43,24-31-38-39-43,104.63,645.088,3.27438,0,(113.143549 | -191.549139),(113.084320 | -191.603760),8.05702,0.0
1152,5,24-31-38-39-43,24-31-38-39-43,108.507,225.088,2.16199,0,(113.126527 | -191.503092),(113.084320 | -191.603760),10.9158,0.0
1153,5,24-31-38-39-43,24-31-38-39-43,191.2,201.295,1.61591,0,(113.075262 | -191.588463),(113.084320 | -191.603760),1.77774,0.0
1154,5,24-31-38-39-43,24-31-38-39-43,135.361,298.536,4.5597,0,(113.142592 | -191.675200),(113.084320 | -191.603760),9.2192,0.0
1155,5,24-31-38-39-43,24-31-38-39-43,108.289,198.207,2.197,0,(113.071492 | -191.662927),(113.084320 | -191.603760),6.05424,0.0
1156,5,24-31-38-39-43,24-31-38-39-43,124.49,224.031,3.32639,0,(113.007498 | -191.654373),(113.084320 | -191.603760),9.19963,0.0
1157,5,24-31-38-39-43,24-31-38-39-43,171.759,304.795,3.243,0,(113.097420 | -191.583219),(113.084320 | -191.603760),2.43632,0.0
1158,5,24-31-38-39-43,24-31-38-39-43,167.78,395.133,1.76718,0,(113.004338 | -191.682628),(113.084320 | -191.603760),11.2327,0.0
1159,5,24-31-38-39-43,24-31-38-39-43,115.741,292.179,1.5226,0,(113.123647 | -191.568054),(113.084320 | -191.603760),5.31181,0.0
1160,5,24-31-38-39-43,24-31-38-39-43,103.741,168.254,3.8993,0,(113.082251 | -191.610574),(113.084320 | -191.603760),0.712107,0.0
1161,5,24-31-38-39-43,24-31-38-39-43,164.816,289.176,2.08612,0,(113.108624 | -191.565658),(113.084320 | -191.603760),4.5193,0.0
1162,5,24-31-38-39-43,24-31-38-39-43,186.17,251.659,1.23873,0,(113.154438 | -191.546350),(113.084320 | -191.603760),9.06224,0.0
1163,5,24-31-38-39-43,24-31-38-39-43,186.426,397.184,3.48614,0,(113.052115 | -191.621741),(113.084320 | -191.603760),3.68852,0.0
1164,5,24-31-38-39-43,24-31-38-39-43,173.402,359.351,3.38758,0,(112.928842 | -191.744879),(113.084320 | -191.603760),20.9972,0.0
1165,5,24-31-38-39-43,24-31-38-39-43,118.906,247.305,1.91756,0,(113.102135 | -191.561023),(113.084320 | -191.603760),4.6301,0.0
1166,5,24-31-38-39-43,24-31-38-39-43,156.703,337.011,1.49292,0,(113.038512 | -191.649880),(113.084320 | -191.603760),6.50035,0.0
1167,5,24-31-38-39-43,24-31-38-39-43,189.135,364.225,2.94809,0,(113.020459 | -191.656888),(113.084320 | -191.603760),8.30714,0.0
1168,5,24-31-38-39-43,24-31-38-39-43,188.307,331.785,2.41145,0,(113.099319 | -191.592337),(113.084320 | -191.603760),1.8853,0.0
1169,5,24-31-38-39-43,24-31-38-39-43,183.02,380.098,1.91568,0,(113.029509 | -191.622998),(113.084320 | -191.603760),5.80893,0.0
1170,5,24-31-38-39-43,24-31-38-39-43,113.184,249.731,1.9181,0,(113.139640 | -191.548031),(113.084320 | -191.603760),7.85243,0.0
1171,5,24-31-38-39-43,24-31-38-39-43,187.306,308.392,5.72868,0,(112.942557 | -191.762340),(113.084320 | -191.603760),21.2708,0.0
1172,5,24-31-38-39-43,24-31-38-39-43,106.601,170.742,2.12427,0,(113.046530 | -191.630813),(113.084320 | -191.603760),4.64753,0.0
1173,5,24-31-38-39-43,24-31-38-39-43,169.185,222.205,0.918353,0,(113.103211 | -191.585358),(113.084320 | -191.603760),2.63726,0.0
1174,5,24-31-38-39-43,24-31-38-39-43,132.546,323.247,4.62387,0,(112.993002 | -191.582604),(113.084320 | -191.603760),9.37371,0.0
1175,5,24-31-38-39-43,24-31-38-39-43,189.296,291.449,1.75946,0,(113.162365 | -191.535703),(113.084320 | -191.603760),10.3551,0.0
1176,5,24-31-38-39-43,24-31-38-39-43,168.213,308.721,2.32014,0,(113.262086 | -191.414811),(113.084320 | -191.603760),25.9427,0.0
